,Habitat,time,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000
0,Rainforest,0600,26.269373560403103,24.416850127820485,23.047045423022976,21.62779053932099,20.888032285109507,20.26552361799802,19.66025045077558,19.49140121613735,19.185665475131316,22.540968394639364,32.68836309715246,29.748463434947578,31.524332920319168,38.09199993855934,31.174725360123517,21.966640211680826,21.942431695061956,21.50951911369209
1,Rainforest,0900,34.17439273119938,32.79776823572427,30.371943431869653,28.67439577712492,28.06566894106778,27.64041384837226,25.13116297004496,25.71046032986606,31.645768920276783,28.95346310372328,29.09339092811119,31.0256675796589,34.15765859320191,36.81580252985955,32.39600824222173,29.48796404760503,28.996491799438296,24.35415089612946
2,Rainforest,1200,31.661168699459893,30.736230765702448,27.84021589915158,27.701663083645812,27.201717686289133,26.290462605412024,24.450383942975918,24.822862772008744,29.427870285295562,25.91452565492521,28.477127681780306,32.301365788735815,32.444925001731754,33.08652466750492,31.923733971466756,28.097360586438615,27.675162183543954,22.99154370063758
3,Rainforest,1500,32.69252038009788,32.122947345290164,28.80749946099827,27.886591676563835,26.82170092122405,24.946237463694494,24.289224958620114,25.06703649053977,26.013004047223824,27.1664191447781,32.36733984672034,33.27567463337629,35.83999688420425,37.77892988941585,30.712625804963405,26.949442639171384,25.43319850657992,22.511206262967647
4,Rainforest,1800,29.35849986517739,27.860968549944868,25.531507709851994,25.875047435139606,25.3750943503055,24.5837155756649,22.838057982158475,23.562701036895294,26.68182895263321,26.39529341146327,30.544876020663047,33.274157712145026,35.30528349069011,40.38079188953366,37.24861118913177,29.77933953517608,25.366867466131982,22.64425728521454
5,Riverine forest,0600,30.64817681157653,27.75634007491487,26.83734250208718,25.223761593604472,24.595244610624427,24.28701816706508,23.773768658948775,22.151180098275496,20.973625365034458,19.90649929756128,19.528238946091378,19.534237939395368,19.82351796070537,20.740755202325563,24.142216838167062,30.555984450254048,31.84115160058585,27.824832743864402
6,Riverine forest,0900,30.871877427538028,30.05507229208992,29.9283124184486,29.62237279305788,29.14596108806393,28.389798939307916,27.566419314701736,26.606609518884024,26.658776035593398,26.067508365844994,25.920707134009202,27.629992270155867,28.195481427230465,31.761498094215597,39.4323016632234,43.00868780013103,46.32293184824636,43.97394933135819
7,Riverine forest,1200,35.844977775323166,35.14558163136917,34.985838129156654,35.5671883377499,35.403622009020935,35.37220205881156,34.38389777929639,33.718377001021075,33.72436476880357,32.30527854997999,31.705820468574426,30.9065565157881,31.087655209439216,32.82845722508086,36.08947021216237,38.562863236489456,39.79658645341202,35.957190061623116
8,Riverine forest,1500,40.44706663730094,41.348011728508865,42.52778770363069,41.305633772130975,41.366203609400394,41.3040202034966,40.23906956219599,40.009893358344904,39.4463385447789,39.1416594081753,38.913290831931086,38.32442357595723,38.243894744138444,38.4003984719536,38.58997717704794,36.11791646588212,29.194427978660332,29.194427978660332
9,Riverine forest,1800,34.66882815318103,34.11422772944854,33.94267259532938,33.59990641062075,31.96393018617042,32.49530043931841,32.25363163632658,31.13167990489379,30.44023352579856,29.75817882397332,29.4952240552127,29.289671208795937,29.131893520846393,30.320116733440106,32.12512950125528,34.957693223575866,37.209470327919014,35.417329439706464
10,Savannah,0600,18.746313210545033,17.923313144994886,17.050028248603297,16.535572125025624,16.83071058381466,16.78439966474833,15.796753866575617,15.870823947712797,15.602810163627439,14.69880210936894,13.887324030346672,14.960818372173565,17.13936695453684,23.160596428498984,33.03759578357235,36.43033990958626,30.093773023777445,20.20457824975938
11,Savannah,0900,28.34541939418479,26.10732412142657,24.713863844068506,24.120754663152116,23.771572673601124,23.134996237459593,22.256638778571944,22.651286343850195,22.131029957466815,21.63226890008808,21.028048047777947,20.92840224684966,20.297054892357774,20.935062466380035,21.18296387115723,23.368093384620728,24.64366896320991,21.752580293305062
12,Savannah,1200,35.73802465419904,33.54291149183885,31.79402612313856,31.42795881945769,30.655641333627866,29.73240896389188,29.612572080028272,29.59055427076164,29.425898243989156,28.88175257653333,28.173358371418615,27.414980568084772,26.861355150753205,26.318651393643414,26.14949364612753,26.775104452820152,26.8446110832038,25.211635908832772
13,Savannah,1500,22.648362903559626,23.133713450029056,23.619814347093126,23.628260297412712,23.722621958507116,22.302818953698406,23.05593073779978,24.261814428778766,24.17308739567902,23.73202468272287,23.25423950493813,23.223020290674857,23.27567953424237,23.479650213614118,23.408668134200376,23.408668134200376,23.408668134200376,23.408668134200376
14,Savannah,1800,28.607524482247065,28.767820874450468,27.848601963530506,27.26342063185631,26.859319239304153,26.465859592799838,25.838337242489256,25.901080121505732,24.916033653107814,24.56739836664529,24.215005673390138,24.377307448917463,25.143460824387788,23.922955876341106,22.21047035165018,24.001657621368867,25.10651145158702,22.170611905983364
